School,Test,# tested,% proficient,SchoolName,Address,ZipCode,LATITUDE,LONGITUDE,COUNTA of Level,Matched Score,Matched School,PSS_SCHOOL_ID,PSS_INST,LoGrade,HiGrade,PSS_ADDRESS,PSS_CITY,PSS_COUNTY_NO,PSS_COUNTY_FIPS,PSS_STABB,PSS_STATE_CODE,PSS_ZIP5,PSS_PHONE,DAYS PER SCHOOL YEAR,DAY HOURS,PSS_LIBRARY,PSS_ENROLL_UG,PSS_ENROLL_PK,PSS_ENROLL_K,PSS_ENROLL_T,PSS_RACE_ AMERICAN_INDIAN,PSS_RACE_ASIAN/PACIFIC,PSS_RACE_HISPANIC,PSS_RACE_BLACK,PSS_RACE_WHITE,PSS_RACE_PACIFIC,PSS_RACE_MULTICULTURAL,PSS_FULLTIME_TEACH,PSS_COEDUCATION,PSS_LEVEL,PSS_RELIG,PSS_INDIAN_PCT,PSS_ASIAN_PCT,PSS_HISP_PCT,PSS_BLACK_PCT,PSS_WHITE_PCT,PSS_PACISL_PCT,PSS_TWOMORE_PCT,PSS_STUDENT_TEACHER_RATIO,PSS_ORIENT,PSS_COUNTY_NAME,Matched Address,Matched School Name
sacred heart school,Grade 4 Math,8,37.50%,SACRED HEART SCHOOL,301 NORTH BURGHER AVE,10310.0,40.63356376,-74.11427178,1,86,,A9105003,SACRED HEART SCHOOL,2,13,21601 38TH AVE,BAYSIDE,36081,81,NY,36,11361,7186314804,180.0,6.0,Yes,,33.0,18.0,209.0,0.0,20.0,52.0,22.0,67.0,5.0,10.0,19.4,1,1,1,0.0,11.36,29.54,12.5,38.06,2.84,5.68,9.07,1,QUEENS,,sacred heart school
sacred heart school,Grade 5 ELA,42,61.90%,SACRED HEART OF JESUS SCHOOL,456 W   52 ST,10019.0,40.76538028,-73.98960316,4,86,,00921542,SACRED HEART SCHOOL,2,13,1248 NELSON AVE,BRONX,36005,5,NY,36,10452,7182934288,180.0,8.25,No,,28.0,50.0,435.0,0.0,2.0,331.0,71.0,3.0,0.0,0.0,22.0,1,1,1,0.0,0.49,81.32,17.44,0.73,0.0,0.0,18.5,1,BRONX,,sacred heart school
sacred heart school,Grade 5 ELA,42,61.90%,SACRED HEART OF JESUS SCHOOL,456 W   52 ST,10019.0,40.76538028,-73.98960316,4,86,,A9105003,SACRED HEART SCHOOL,2,13,21601 38TH AVE,BAYSIDE,36081,81,NY,36,11361,7186314804,180.0,6.0,Yes,,33.0,18.0,209.0,0.0,20.0,52.0,22.0,67.0,5.0,10.0,19.4,1,1,1,0.0,11.36,29.54,12.5,38.06,2.84,5.68,9.07,1,QUEENS,,sacred heart school
sacred heart school,Grade 5 ELA,42,61.90%,SACRED HEART SCHOOL (ENTER SCHOOL ON NELSON AVE),95 W  168 ST,10452.0,40.8383141,-73.92453635,3,86,,00921542,SACRED HEART SCHOOL,2,13,1248 NELSON AVE,BRONX,36005,5,NY,36,10452,7182934288,180.0,8.25,No,,28.0,50.0,435.0,0.0,2.0,331.0,71.0,3.0,0.0,0.0,22.0,1,1,1,0.0,0.49,81.32,17.44,0.73,0.0,0.0,18.5,1,BRONX,,sacred heart school
sacred heart school,Grade 5 ELA,42,61.90%,SACRED HEART SCHOOL (ENTER SCHOOL ON NELSON AVE),95 W  168 ST,10452.0,40.8383141,-73.92453635,3,86,,A9105003,SACRED HEART SCHOOL,2,13,21601 38TH AVE,BAYSIDE,36081,81,NY,36,11361,7186314804,180.0,6.0,Yes,,33.0,18.0,209.0,0.0,20.0,52.0,22.0,67.0,5.0,10.0,19.4,1,1,1,0.0,11.36,29.54,12.5,38.06,2.84,5.68,9.07,1,QUEENS,,sacred heart school
sacred heart school,Grade 5 ELA,42,61.90%,SACRED HEART SCHOOL,301 NORTH BURGHER AVE,10310.0,40.63356376,-74.11427178,1,86,,00921542,SACRED HEART SCHOOL,2,13,1248 NELSON AVE,BRONX,36005,5,NY,36,10452,7182934288,180.0,8.25,No,,28.0,50.0,435.0,0.0,2.0,331.0,71.0,3.0,0.0,0.0,22.0,1,1,1,0.0,0.49,81.32,17.44,0.73,0.0,0.0,18.5,1,BRONX,,sacred heart school
sacred heart school,Grade 5 ELA,42,61.90%,SACRED HEART SCHOOL,301 NORTH BURGHER AVE,10310.0,40.63356376,-74.11427178,1,86,,A9105003,SACRED HEART SCHOOL,2,13,21601 38TH AVE,BAYSIDE,36081,81,NY,36,11361,7186314804,180.0,6.0,Yes,,33.0,18.0,209.0,0.0,20.0,52.0,22.0,67.0,5.0,10.0,19.4,1,1,1,0.0,11.36,29.54,12.5,38.06,2.84,5.68,9.07,1,QUEENS,,sacred heart school
sacred heart school,Grade 5 ELA,31,41.94%,SACRED HEART OF JESUS SCHOOL,456 W   52 ST,10019.0,40.76538028,-73.98960316,4,86,,00921542,SACRED HEART SCHOOL,2,13,1248 NELSON AVE,BRONX,36005,5,NY,36,10452,7182934288,180.0,8.25,No,,28.0,50.0,435.0,0.0,2.0,331.0,71.0,3.0,0.0,0.0,22.0,1,1,1,0.0,0.49,81.32,17.44,0.73,0.0,0.0,18.5,1,BRONX,,sacred heart school
sacred heart school,Grade 5 ELA,31,41.94%,SACRED HEART OF JESUS SCHOOL,456 W   52 ST,10019.0,40.76538028,-73.98960316,4,86,,A9105003,SACRED HEART SCHOOL,2,13,21601 38TH AVE,BAYSIDE,36081,81,NY,36,11361,7186314804,180.0,6.0,Yes,,33.0,18.0,209.0,0.0,20.0,52.0,22.0,67.0,5.0,10.0,19.4,1,1,1,0.0,11.36,29.54,12.5,38.06,2.84,5.68,9.07,1,QUEENS,,sacred heart school
sacred heart school,Grade 5 ELA,31,41.94%,SACRED HEART SCHOOL (ENTER SCHOOL ON NELSON AVE),95 W  168 ST,10452.0,40.8383141,-73.92453635,3,86,,00921542,SACRED HEART SCHOOL,2,13,1248 NELSON AVE,BRONX,36005,5,NY,36,10452,7182934288,180.0,8.25,No,,28.0,50.0,435.0,0.0,2.0,331.0,71.0,3.0,0.0,0.0,22.0,1,1,1,0.0,0.49,81.32,17.44,0.73,0.0,0.0,18.5,1,BRONX,,sacred heart school
sacred heart school,Grade 5 ELA,31,41.94%,SACRED HEART SCHOOL (ENTER SCHOOL ON NELSON AVE),95 W  168 ST,10452.0,40.8383141,-73.92453635,3,86,,A9105003,SACRED HEART SCHOOL,2,13,21601 38TH AVE,BAYSIDE,36081,81,NY,36,11361,7186314804,180.0,6.0,Yes,,33.0,18.0,209.0,0.0,20.0,52.0,22.0,67.0,5.0,10.0,19.4,1,1,1,0.0,11.36,29.54,12.5,38.06,2.84,5.68,9.07,1,QUEENS,,sacred heart school
sacred heart school,Grade 5 ELA,31,41.94%,SACRED HEART SCHOOL,301 NORTH BURGHER AVE,10310.0,40.63356376,-74.11427178,1,86,,00921542,SACRED HEART SCHOOL,2,13,1248 NELSON AVE,BRONX,36005,5,NY,36,10452,7182934288,180.0,8.25,No,,28.0,50.0,435.0,0.0,2.0,331.0,71.0,3.0,0.0,0.0,22.0,1,1,1,0.0,0.49,81.32,17.44,0.73,0.0,0.0,18.5,1,BRONX,,sacred heart school
sacred heart school,Grade 5 ELA,31,41.94%,SACRED HEART SCHOOL,301 NORTH BURGHER AVE,10310.0,40.63356376,-74.11427178,1,86,,A9105003,SACRED HEART SCHOOL,2,13,21601 38TH AVE,BAYSIDE,36081,81,NY,36,11361,7186314804,180.0,6.0,Yes,,33.0,18.0,209.0,0.0,20.0,52.0,22.0,67.0,5.0,10.0,19.4,1,1,1,0.0,11.36,29.54,12.5,38.06,2.84,5.68,9.07,1,QUEENS,,sacred heart school
sacred heart school,Grade 5 ELA,9,55.56%,SACRED HEART OF JESUS SCHOOL,456 W   52 ST,10019.0,40.76538028,-73.98960316,4,86,,00921542,SACRED HEART SCHOOL,2,13,1248 NELSON AVE,BRONX,36005,5,NY,36,10452,7182934288,180.0,8.25,No,,28.0,50.0,435.0,0.0,2.0,331.0,71.0,3.0,0.0,0.0,22.0,1,1,1,0.0,0.49,81.32,17.44,0.73,0.0,0.0,18.5,1,BRONX,,sacred heart school
sacred heart school,Grade 5 ELA,9,55.56%,SACRED HEART OF JESUS SCHOOL,456 W   52 ST,10019.0,40.76538028,-73.98960316,4,86,,A9105003,SACRED HEART SCHOOL,2,13,21601 38TH AVE,BAYSIDE,36081,81,NY,36,11361,7186314804,180.0,6.0,Yes,,33.0,18.0,209.0,0.0,20.0,52.0,22.0,67.0,5.0,10.0,19.4,1,1,1,0.0,11.36,29.54,12.5,38.06,2.84,5.68,9.07,1,QUEENS,,sacred heart school
sacred heart school,Grade 5 ELA,9,55.56%,SACRED HEART SCHOOL (ENTER SCHOOL ON NELSON AVE),95 W  168 ST,10452.0,40.8383141,-73.92453635,3,86,,00921542,SACRED HEART SCHOOL,2,13,1248 NELSON AVE,BRONX,36005,5,NY,36,10452,7182934288,180.0,8.25,No,,28.0,50.0,435.0,0.0,2.0,331.0,71.0,3.0,0.0,0.0,22.0,1,1,1,0.0,0.49,81.32,17.44,0.73,0.0,0.0,18.5,1,BRONX,,sacred heart school
sacred heart school,Grade 5 ELA,9,55.56%,SACRED HEART SCHOOL (ENTER SCHOOL ON NELSON AVE),95 W  168 ST,10452.0,40.8383141,-73.92453635,3,86,,A9105003,SACRED HEART SCHOOL,2,13,21601 38TH AVE,BAYSIDE,36081,81,NY,36,11361,7186314804,180.0,6.0,Yes,,33.0,18.0,209.0,0.0,20.0,52.0,22.0,67.0,5.0,10.0,19.4,1,1,1,0.0,11.36,29.54,12.5,38.06,2.84,5.68,9.07,1,QUEENS,,sacred heart school
sacred heart school,Grade 5 ELA,9,55.56%,SACRED HEART SCHOOL,301 NORTH BURGHER AVE,10310.0,40.63356376,-74.11427178,1,86,,00921542,SACRED HEART SCHOOL,2,13,1248 NELSON AVE,BRONX,36005,5,NY,36,10452,7182934288,180.0,8.25,No,,28.0,50.0,435.0,0.0,2.0,331.0,71.0,3.0,0.0,0.0,22.0,1,1,1,0.0,0.49,81.32,17.44,0.73,0.0,0.0,18.5,1,BRONX,,sacred heart school
sacred heart school,Grade 5 ELA,9,55.56%,SACRED HEART SCHOOL,301 NORTH BURGHER AVE,10310.0,40.63356376,-74.11427178,1,86,,A9105003,SACRED HEART SCHOOL,2,13,21601 38TH AVE,BAYSIDE,36081,81,NY,36,11361,7186314804,180.0,6.0,Yes,,33.0,18.0,209.0,0.0,20.0,52.0,22.0,67.0,5.0,10.0,19.4,1,1,1,0.0,11.36,29.54,12.5,38.06,2.84,5.68,9.07,1,QUEENS,,sacred heart school
sacred heart school,Grade 5 ELA,10,40.00%,SACRED HEART OF JESUS SCHOOL,456 W   52 ST,10019.0,40.76538028,-73.98960316,4,86,,00921542,SACRED HEART SCHOOL,2,13,1248 NELSON AVE,BRONX,36005,5,NY,36,10452,7182934288,180.0,8.25,No,,28.0,50.0,435.0,0.0,2.0,331.0,71.0,3.0,0.0,0.0,22.0,1,1,1,0.0,0.49,81.32,17.44,0.73,0.0,0.0,18.5,1,BRONX,,sacred heart school
sacred heart school,Grade 5 ELA,10,40.00%,SACRED HEART OF JESUS SCHOOL,456 W   52 ST,10019.0,40.76538028,-73.98960316,4,86,,A9105003,SACRED HEART SCHOOL,2,13,21601 38TH AVE,BAYSIDE,36081,81,NY,36,11361,7186314804,180.0,6.0,Yes,,33.0,18.0,209.0,0.0,20.0,52.0,22.0,67.0,5.0,10.0,19.4,1,1,1,0.0,11.36,29.54,12.5,38.06,2.84,5.68,9.07,1,QUEENS,,sacred heart school
sacred heart school,Grade 5 ELA,10,40.00%,SACRED HEART SCHOOL (ENTER SCHOOL ON NELSON AVE),95 W  168 ST,10452.0,40.8383141,-73.92453635,3,86,,00921542,SACRED HEART SCHOOL,2,13,1248 NELSON AVE,BRONX,36005,5,NY,36,10452,7182934288,180.0,8.25,No,,28.0,50.0,435.0,0.0,2.0,331.0,71.0,3.0,0.0,0.0,22.0,1,1,1,0.0,0.49,81.32,17.44,0.73,0.0,0.0,18.5,1,BRONX,,sacred heart school
sacred heart school,Grade 5 ELA,10,40.00%,SACRED HEART SCHOOL (ENTER SCHOOL ON NELSON AVE),95 W  168 ST,10452.0,40.8383141,-73.92453635,3,86,,A9105003,SACRED HEART SCHOOL,2,13,21601 38TH AVE,BAYSIDE,36081,81,NY,36,11361,7186314804,180.0,6.0,Yes,,33.0,18.0,209.0,0.0,20.0,52.0,22.0,67.0,5.0,10.0,19.4,1,1,1,0.0,11.36,29.54,12.5,38.06,2.84,5.68,9.07,1,QUEENS,,sacred heart school
sacred heart school,Grade 5 ELA,10,40.00%,SACRED HEART SCHOOL,301 NORTH BURGHER AVE,10310.0,40.63356376,-74.11427178,1,86,,00921542,SACRED HEART SCHOOL,2,13,1248 NELSON AVE,BRONX,36005,5,NY,36,10452,7182934288,180.0,8.25,No,,28.0,50.0,435.0,0.0,2.0,331.0,71.0,3.0,0.0,0.0,22.0,1,1,1,0.0,0.49,81.32,17.44,0.73,0.0,0.0,18.5,1,BRONX,,sacred heart school
sacred heart school,Grade 5 ELA,10,40.00%,SACRED HEART SCHOOL,301 NORTH BURGHER AVE,10310.0,40.63356376,-74.11427178,1,86,,A9105003,SACRED HEART SCHOOL,2,13,21601 38TH AVE,BAYSIDE,36081,81,NY,36,11361,7186314804,180.0,6.0,Yes,,33.0,18.0,209.0,0.0,20.0,52.0,22.0,67.0,5.0,10.0,19.4,1,1,1,0.0,11.36,29.54,12.5,38.06,2.84,5.68,9.07,1,QUEENS,,sacred heart school
sacred heart school,Grade 5 Math,42,33.33%,SACRED HEART OF JESUS SCHOOL,456 W   52 ST,10019.0,40.76538028,-73.98960316,4,86,,00921542,SACRED HEART SCHOOL,2,13,1248 NELSON AVE,BRONX,36005,5,NY,36,10452,7182934288,180.0,8.25,No,,28.0,50.0,435.0,0.0,2.0,331.0,71.0,3.0,0.0,0.0,22.0,1,1,1,0.0,0.49,81.32,17.44,0.73,0.0,0.0,18.5,1,BRONX,,sacred heart school
sacred heart school,Grade 5 Math,42,33.33%,SACRED HEART OF JESUS SCHOOL,456 W   52 ST,10019.0,40.76538028,-73.98960316,4,86,,A9105003,SACRED HEART SCHOOL,2,13,21601 38TH AVE,BAYSIDE,36081,81,NY,36,11361,7186314804,180.0,6.0,Yes,,33.0,18.0,209.0,0.0,20.0,52.0,22.0,67.0,5.0,10.0,19.4,1,1,1,0.0,11.36,29.54,12.5,38.06,2.84,5.68,9.07,1,QUEENS,,sacred heart school
sacred heart school,Grade 5 Math,42,33.33%,SACRED HEART SCHOOL (ENTER SCHOOL ON NELSON AVE),95 W  168 ST,10452.0,40.8383141,-73.92453635,3,86,,00921542,SACRED HEART SCHOOL,2,13,1248 NELSON AVE,BRONX,36005,5,NY,36,10452,7182934288,180.0,8.25,No,,28.0,50.0,435.0,0.0,2.0,331.0,71.0,3.0,0.0,0.0,22.0,1,1,1,0.0,0.49,81.32,17.44,0.73,0.0,0.0,18.5,1,BRONX,,sacred heart school
sacred heart school,Grade 5 Math,42,33.33%,SACRED HEART SCHOOL (ENTER SCHOOL ON NELSON AVE),95 W  168 ST,10452.0,40.8383141,-73.92453635,3,86,,A9105003,SACRED HEART SCHOOL,2,13,21601 38TH AVE,BAYSIDE,36081,81,NY,36,11361,7186314804,180.0,6.0,Yes,,33.0,18.0,209.0,0.0,20.0,52.0,22.0,67.0,5.0,10.0,19.4,1,1,1,0.0,11.36,29.54,12.5,38.06,2.84,5.68,9.07,1,QUEENS,,sacred heart school
sacred heart school,Grade 5 Math,42,33.33%,SACRED HEART SCHOOL,301 NORTH BURGHER AVE,10310.0,40.63356376,-74.11427178,1,86,,00921542,SACRED HEART SCHOOL,2,13,1248 NELSON AVE,BRONX,36005,5,NY,36,10452,7182934288,180.0,8.25,No,,28.0,50.0,435.0,0.0,2.0,331.0,71.0,3.0,0.0,0.0,22.0,1,1,1,0.0,0.49,81.32,17.44,0.73,0.0,0.0,18.5,1,BRONX,,sacred heart school
sacred heart school,Grade 5 Math,42,33.33%,SACRED HEART SCHOOL,301 NORTH BURGHER AVE,10310.0,40.63356376,-74.11427178,1,86,,A9105003,SACRED HEART SCHOOL,2,13,21601 38TH AVE,BAYSIDE,36081,81,NY,36,11361,7186314804,180.0,6.0,Yes,,33.0,18.0,209.0,0.0,20.0,52.0,22.0,67.0,5.0,10.0,19.4,1,1,1,0.0,11.36,29.54,12.5,38.06,2.84,5.68,9.07,1,QUEENS,,sacred heart school
sacred heart school,Grade 5 Math,31,29.03%,SACRED HEART OF JESUS SCHOOL,456 W   52 ST,10019.0,40.76538028,-73.98960316,4,86,,00921542,SACRED HEART SCHOOL,2,13,1248 NELSON AVE,BRONX,36005,5,NY,36,10452,7182934288,180.0,8.25,No,,28.0,50.0,435.0,0.0,2.0,331.0,71.0,3.0,0.0,0.0,22.0,1,1,1,0.0,0.49,81.32,17.44,0.73,0.0,0.0,18.5,1,BRONX,,sacred heart school
sacred heart school,Grade 5 Math,31,29.03%,SACRED HEART OF JESUS SCHOOL,456 W   52 ST,10019.0,40.76538028,-73.98960316,4,86,,A9105003,SACRED HEART SCHOOL,2,13,21601 38TH AVE,BAYSIDE,36081,81,NY,36,11361,7186314804,180.0,6.0,Yes,,33.0,18.0,209.0,0.0,20.0,52.0,22.0,67.0,5.0,10.0,19.4,1,1,1,0.0,11.36,29.54,12.5,38.06,2.84,5.68,9.07,1,QUEENS,,sacred heart school
sacred heart school,Grade 5 Math,31,29.03%,SACRED HEART SCHOOL (ENTER SCHOOL ON NELSON AVE),95 W  168 ST,10452.0,40.8383141,-73.92453635,3,86,,00921542,SACRED HEART SCHOOL,2,13,1248 NELSON AVE,BRONX,36005,5,NY,36,10452,7182934288,180.0,8.25,No,,28.0,50.0,435.0,0.0,2.0,331.0,71.0,3.0,0.0,0.0,22.0,1,1,1,0.0,0.49,81.32,17.44,0.73,0.0,0.0,18.5,1,BRONX,,sacred heart school
sacred heart school,Grade 5 Math,31,29.03%,SACRED HEART SCHOOL (ENTER SCHOOL ON NELSON AVE),95 W  168 ST,10452.0,40.8383141,-73.92453635,3,86,,A9105003,SACRED HEART SCHOOL,2,13,21601 38TH AVE,BAYSIDE,36081,81,NY,36,11361,7186314804,180.0,6.0,Yes,,33.0,18.0,209.0,0.0,20.0,52.0,22.0,67.0,5.0,10.0,19.4,1,1,1,0.0,11.36,29.54,12.5,38.06,2.84,5.68,9.07,1,QUEENS,,sacred heart school
sacred heart school,Grade 5 Math,31,29.03%,SACRED HEART SCHOOL,301 NORTH BURGHER AVE,10310.0,40.63356376,-74.11427178,1,86,,00921542,SACRED HEART SCHOOL,2,13,1248 NELSON AVE,BRONX,36005,5,NY,36,10452,7182934288,180.0,8.25,No,,28.0,50.0,435.0,0.0,2.0,331.0,71.0,3.0,0.0,0.0,22.0,1,1,1,0.0,0.49,81.32,17.44,0.73,0.0,0.0,18.5,1,BRONX,,sacred heart school
sacred heart school,Grade 5 Math,31,29.03%,SACRED HEART SCHOOL,301 NORTH BURGHER AVE,10310.0,40.63356376,-74.11427178,1,86,,A9105003,SACRED HEART SCHOOL,2,13,21601 38TH AVE,BAYSIDE,36081,81,NY,36,11361,7186314804,180.0,6.0,Yes,,33.0,18.0,209.0,0.0,20.0,52.0,22.0,67.0,5.0,10.0,19.4,1,1,1,0.0,11.36,29.54,12.5,38.06,2.84,5.68,9.07,1,QUEENS,,sacred heart school
sacred heart school,Grade 5 Math,8,62.50%,SACRED HEART OF JESUS SCHOOL,456 W   52 ST,10019.0,40.76538028,-73.98960316,4,86,,00921542,SACRED HEART SCHOOL,2,13,1248 NELSON AVE,BRONX,36005,5,NY,36,10452,7182934288,180.0,8.25,No,,28.0,50.0,435.0,0.0,2.0,331.0,71.0,3.0,0.0,0.0,22.0,1,1,1,0.0,0.49,81.32,17.44,0.73,0.0,0.0,18.5,1,BRONX,,sacred heart school
sacred heart school,Grade 5 Math,8,62.50%,SACRED HEART OF JESUS SCHOOL,456 W   52 ST,10019.0,40.76538028,-73.98960316,4,86,,A9105003,SACRED HEART SCHOOL,2,13,21601 38TH AVE,BAYSIDE,36081,81,NY,36,11361,7186314804,180.0,6.0,Yes,,33.0,18.0,209.0,0.0,20.0,52.0,22.0,67.0,5.0,10.0,19.4,1,1,1,0.0,11.36,29.54,12.5,38.06,2.84,5.68,9.07,1,QUEENS,,sacred heart school
sacred heart school,Grade 5 Math,8,62.50%,SACRED HEART SCHOOL (ENTER SCHOOL ON NELSON AVE),95 W  168 ST,10452.0,40.8383141,-73.92453635,3,86,,00921542,SACRED HEART SCHOOL,2,13,1248 NELSON AVE,BRONX,36005,5,NY,36,10452,7182934288,180.0,8.25,No,,28.0,50.0,435.0,0.0,2.0,331.0,71.0,3.0,0.0,0.0,22.0,1,1,1,0.0,0.49,81.32,17.44,0.73,0.0,0.0,18.5,1,BRONX,,sacred heart school
sacred heart school,Grade 5 Math,8,62.50%,SACRED HEART SCHOOL (ENTER SCHOOL ON NELSON AVE),95 W  168 ST,10452.0,40.8383141,-73.92453635,3,86,,A9105003,SACRED HEART SCHOOL,2,13,21601 38TH AVE,BAYSIDE,36081,81,NY,36,11361,7186314804,180.0,6.0,Yes,,33.0,18.0,209.0,0.0,20.0,52.0,22.0,67.0,5.0,10.0,19.4,1,1,1,0.0,11.36,29.54,12.5,38.06,2.84,5.68,9.07,1,QUEENS,,sacred heart school
sacred heart school,Grade 5 Math,8,62.50%,SACRED HEART SCHOOL,301 NORTH BURGHER AVE,10310.0,40.63356376,-74.11427178,1,86,,00921542,SACRED HEART SCHOOL,2,13,1248 NELSON AVE,BRONX,36005,5,NY,36,10452,7182934288,180.0,8.25,No,,28.0,50.0,435.0,0.0,2.0,331.0,71.0,3.0,0.0,0.0,22.0,1,1,1,0.0,0.49,81.32,17.44,0.73,0.0,0.0,18.5,1,BRONX,,sacred heart school
sacred heart school,Grade 5 Math,8,62.50%,SACRED HEART SCHOOL,301 NORTH BURGHER AVE,10310.0,40.63356376,-74.11427178,1,86,,A9105003,SACRED HEART SCHOOL,2,13,21601 38TH AVE,BAYSIDE,36081,81,NY,36,11361,7186314804,180.0,6.0,Yes,,33.0,18.0,209.0,0.0,20.0,52.0,22.0,67.0,5.0,10.0,19.4,1,1,1,0.0,11.36,29.54,12.5,38.06,2.84,5.68,9.07,1,QUEENS,,sacred heart school
sacred heart school,Grade 5 Math,8,75.00%,SACRED HEART OF JESUS SCHOOL,456 W   52 ST,10019.0,40.76538028,-73.98960316,4,86,,00921542,SACRED HEART SCHOOL,2,13,1248 NELSON AVE,BRONX,36005,5,NY,36,10452,7182934288,180.0,8.25,No,,28.0,50.0,435.0,0.0,2.0,331.0,71.0,3.0,0.0,0.0,22.0,1,1,1,0.0,0.49,81.32,17.44,0.73,0.0,0.0,18.5,1,BRONX,,sacred heart school
sacred heart school,Grade 5 Math,8,75.00%,SACRED HEART OF JESUS SCHOOL,456 W   52 ST,10019.0,40.76538028,-73.98960316,4,86,,A9105003,SACRED HEART SCHOOL,2,13,21601 38TH AVE,BAYSIDE,36081,81,NY,36,11361,7186314804,180.0,6.0,Yes,,33.0,18.0,209.0,0.0,20.0,52.0,22.0,67.0,5.0,10.0,19.4,1,1,1,0.0,11.36,29.54,12.5,38.06,2.84,5.68,9.07,1,QUEENS,,sacred heart school
sacred heart school,Grade 5 Math,8,75.00%,SACRED HEART SCHOOL (ENTER SCHOOL ON NELSON AVE),95 W  168 ST,10452.0,40.8383141,-73.92453635,3,86,,00921542,SACRED HEART SCHOOL,2,13,1248 NELSON AVE,BRONX,36005,5,NY,36,10452,7182934288,180.0,8.25,No,,28.0,50.0,435.0,0.0,2.0,331.0,71.0,3.0,0.0,0.0,22.0,1,1,1,0.0,0.49,81.32,17.44,0.73,0.0,0.0,18.5,1,BRONX,,sacred heart school
sacred heart school,Grade 5 Math,8,75.00%,SACRED HEART SCHOOL (ENTER SCHOOL ON NELSON AVE),95 W  168 ST,10452.0,40.8383141,-73.92453635,3,86,,A9105003,SACRED HEART SCHOOL,2,13,21601 38TH AVE,BAYSIDE,36081,81,NY,36,11361,7186314804,180.0,6.0,Yes,,33.0,18.0,209.0,0.0,20.0,52.0,22.0,67.0,5.0,10.0,19.4,1,1,1,0.0,11.36,29.54,12.5,38.06,2.84,5.68,9.07,1,QUEENS,,sacred heart school
sacred heart school,Grade 5 Math,8,75.00%,SACRED HEART SCHOOL,301 NORTH BURGHER AVE,10310.0,40.63356376,-74.11427178,1,86,,00921542,SACRED HEART SCHOOL,2,13,1248 NELSON AVE,BRONX,36005,5,NY,36,10452,7182934288,180.0,8.25,No,,28.0,50.0,435.0,0.0,2.0,331.0,71.0,3.0,0.0,0.0,22.0,1,1,1,0.0,0.49,81.32,17.44,0.73,0.0,0.0,18.5,1,BRONX,,sacred heart school
sacred heart school,Grade 5 Math,8,75.00%,SACRED HEART SCHOOL,301 NORTH BURGHER AVE,10310.0,40.63356376,-74.11427178,1,86,,A9105003,SACRED HEART SCHOOL,2,13,21601 38TH AVE,BAYSIDE,36081,81,NY,36,11361,7186314804,180.0,6.0,Yes,,33.0,18.0,209.0,0.0,20.0,52.0,22.0,67.0,5.0,10.0,19.4,1,1,1,0.0,11.36,29.54,12.5,38.06,2.84,5.68,9.07,1,QUEENS,,sacred heart school
sacred heart school,Grade 6 ELA,54,40.74%,SACRED HEART OF JESUS SCHOOL,456 W   52 ST,10019.0,40.76538028,-73.98960316,4,86,,00921542,SACRED HEART SCHOOL,2,13,1248 NELSON AVE,BRONX,36005,5,NY,36,10452,7182934288,180.0,8.25,No,,28.0,50.0,435.0,0.0,2.0,331.0,71.0,3.0,0.0,0.0,22.0,1,1,1,0.0,0.49,81.32,17.44,0.73,0.0,0.0,18.5,1,BRONX,,sacred heart school
sacred heart school,Grade 6 ELA,54,40.74%,SACRED HEART OF JESUS SCHOOL,456 W   52 ST,10019.0,40.76538028,-73.98960316,4,86,,A9105003,SACRED HEART SCHOOL,2,13,21601 38TH AVE,BAYSIDE,36081,81,NY,36,11361,7186314804,180.0,6.0,Yes,,33.0,18.0,209.0,0.0,20.0,52.0,22.0,67.0,5.0,10.0,19.4,1,1,1,0.0,11.36,29.54,12.5,38.06,2.84,5.68,9.07,1,QUEENS,,sacred heart school
sacred heart school,Grade 6 ELA,54,40.74%,SACRED HEART SCHOOL (ENTER SCHOOL ON NELSON AVE),95 W  168 ST,10452.0,40.8383141,-73.92453635,3,86,,00921542,SACRED HEART SCHOOL,2,13,1248 NELSON AVE,BRONX,36005,5,NY,36,10452,7182934288,180.0,8.25,No,,28.0,50.0,435.0,0.0,2.0,331.0,71.0,3.0,0.0,0.0,22.0,1,1,1,0.0,0.49,81.32,17.44,0.73,0.0,0.0,18.5,1,BRONX,,sacred heart school
sacred heart school,Grade 6 ELA,54,40.74%,SACRED HEART SCHOOL (ENTER SCHOOL ON NELSON AVE),95 W  168 ST,10452.0,40.8383141,-73.92453635,3,86,,A9105003,SACRED HEART SCHOOL,2,13,21601 38TH AVE,BAYSIDE,36081,81,NY,36,11361,7186314804,180.0,6.0,Yes,,33.0,18.0,209.0,0.0,20.0,52.0,22.0,67.0,5.0,10.0,19.4,1,1,1,0.0,11.36,29.54,12.5,38.06,2.84,5.68,9.07,1,QUEENS,,sacred heart school
sacred heart school,Grade 6 ELA,54,40.74%,SACRED HEART SCHOOL,301 NORTH BURGHER AVE,10310.0,40.63356376,-74.11427178,1,86,,00921542,SACRED HEART SCHOOL,2,13,1248 NELSON AVE,BRONX,36005,5,NY,36,10452,7182934288,180.0,8.25,No,,28.0,50.0,435.0,0.0,2.0,331.0,71.0,3.0,0.0,0.0,22.0,1,1,1,0.0,0.49,81.32,17.44,0.73,0.0,0.0,18.5,1,BRONX,,sacred heart school
